sub_id,trial_num,age_years,age_months,vocabulary_score,condition,target_object,correct
124,7,3,39.599999999999994,86.36,NF,leek,TRUE
125,1,2,24,50,FF,shoe,TRUE
125,2,2,24,50,FF,bowl,TRUE
125,3,2,24,50,FF,pretzel,TRUE
125,4,2,24,50,NF,gourd,FALSE
125,5,2,24,50,NF,fig,TRUE
125,6,2,24,50,NF,okra,TRUE
125,7,2,24,50,NF,tongs,TRUE
126,1,2,28.68,72.73,FF,pretzel,TRUE
126,2,2,28.68,72.73,FF,guitar,TRUE
126,3,2,28.68,72.73,FF,bucket,TRUE
126,4,2,28.68,72.73,NF,ladle,TRUE
126,5,2,28.68,72.73,NF,leek,FALSE
126,6,2,28.68,72.73,NF,cam,TRUE
126,7,2,28.68,72.73,NF,bok-choy,TRUE
127,1,2,34.2,59.09,FF,bowl,FALSE
127,2,2,34.2,59.09,FF,cookie,TRUE
127,3,2,34.2,59.09,FF,flower,TRUE
127,4,2,34.2,59.09,NF,whisk,TRUE
127,5,2,34.2,59.09,NF,longan,TRUE
127,6,2,34.2,59.09,NF,pipette,TRUE
127,7,2,34.2,59.09,NF,kumquat,TRUE
128,1,3,39,72.73,FF,shoe,TRUE
128,2,3,39,72.73,FF,bucket,TRUE
128,3,3,39,72.73,FF,apple,TRUE
128,4,3,39,72.73,NF,bok-choy,TRUE
128,5,3,39,72.73,NF,gourd,TRUE
128,6,3,39,72.73,NF,dulcimer,TRUE
128,7,3,39,72.73,NF,cam,TRUE
129,1,3,39,86.36,FF,spoon,TRUE
129,2,3,39,86.36,FF,bucket,TRUE
129,3,3,39,86.36,FF,banana,TRUE
129,4,3,39,86.36,NF,okra,TRUE
129,5,3,39,86.36,NF,funnel,TRUE
129,6,3,39,86.36,NF,ginger,TRUE
129,7,3,39,86.36,NF,chestnut,TRUE
130,1,2,24.240000000000002,68.18,FF,flower,TRUE
130,2,2,24.240000000000002,68.18,FF,spoon,TRUE
130,3,2,24.240000000000002,68.18,FF,pretzel,TRUE
130,4,2,24.240000000000002,68.18,NF,okra,TRUE
130,5,2,24.240000000000002,68.18,NF,dulcimer,FALSE
130,6,2,24.240000000000002,68.18,NF,disk,TRUE
130,7,2,24.240000000000002,68.18,NF,ginger,TRUE
131,1,3,36.24,36.36,FF,bucket,TRUE
131,2,3,36.24,36.36,FF,cookie,FALSE
131,3,3,36.24,36.36,FF,balloon,FALSE
131,4,3,36.24,36.36,NF,whisk,TRUE
131,5,3,36.24,36.36,NF,longan,FALSE
131,6,3,36.24,36.36,NF,funnel,FALSE
131,7,3,36.24,36.36,NF,dulcimer,TRUE
132,1,3,42.24,54.55,FF,ball,FALSE
132,2,3,42.24,54.55,FF,cookie,TRUE
132,3,3,42.24,54.55,FF,bottle,FALSE
132,4,3,42.24,54.55,NF,luffa,FALSE
132,5,3,42.24,54.55,NF,cam,TRUE
132,6,3,42.24,54.55,NF,bok-choy,TRUE
132,7,3,42.24,54.55,NF,leek,TRUE
133,1,2,30.96,63.64,FF,apple,TRUE
133,2,2,30.96,63.64,FF,ball,TRUE
133,3,2,30.96,63.64,FF,guitar,TRUE
133,4,2,30.96,63.64,NF,gourd,FALSE
133,5,2,30.96,63.64,NF,chestnut,TRUE
133,6,2,30.96,63.64,NF,ladle,TRUE
133,7,2,30.96,63.64,NF,funnel,TRUE
134,1,2,34.92,68.18,FF,ball,TRUE
134,2,2,34.92,68.18,FF,bowl,TRUE
134,3,2,34.92,68.18,FF,apple,TRUE
134,4,2,34.92,68.18,NF,leek,TRUE
134,5,2,34.92,68.18,NF,ginger,TRUE
134,6,2,34.92,68.18,NF,whisk,TRUE
134,7,2,34.92,68.18,NF,gourd,TRUE
135,1,2,29.759999999999998,50,FF,flower,TRUE
135,2,2,29.759999999999998,50,FF,banana,TRUE
135,3,2,29.759999999999998,50,FF,bucket,TRUE
135,4,2,29.759999999999998,50,NF,gourd,TRUE
135,5,2,29.759999999999998,50,NF,dulcimer,TRUE
135,6,2,29.759999999999998,50,NF,kumquat,TRUE
135,7,2,29.759999999999998,50,NF,ginger,FALSE
136,1,3,39.96,50,FF,flower,TRUE
136,2,3,39.96,50,FF,bucket,FALSE
136,3,3,39.96,50,FF,pretzel,TRUE
136,4,3,39.96,50,NF,kettle,TRUE
136,5,3,39.96,50,NF,kumquat,TRUE
136,6,3,39.96,50,NF,funnel,TRUE
136,7,3,39.96,50,NF,disk,FALSE
137,1,3,39.96,54.55,FF,banana,TRUE
137,2,3,39.96,54.55,FF,bowl,TRUE
137,3,3,39.96,54.55,FF,bucket,TRUE
137,4,3,39.96,54.55,NF,tongs,TRUE
137,5,3,39.96,54.55,NF,bok-choy,TRUE
137,6,3,39.96,54.55,NF,ginger,TRUE
137,7,3,39.96,54.55,NF,fig,TRUE
138,1,3,45.96,95.45,FF,ball,TRUE
138,2,3,45.96,95.45,FF,banana,TRUE
138,3,3,45.96,95.45,FF,spoon,TRUE
138,4,3,45.96,95.45,NF,cam,TRUE
138,5,3,45.96,95.45,NF,radish,TRUE
138,6,3,45.96,95.45,NF,funnel,TRUE
138,7,3,45.96,95.45,NF,chestnut,TRUE
139,1,3,47.519999999999996,68.18,FF,pretzel,TRUE
139,2,3,47.519999999999996,68.18,FF,ball,TRUE
139,3,3,47.519999999999996,68.18,FF,bottle,TRUE
139,4,3,47.519999999999996,68.18,NF,chestnut,TRUE
139,5,3,47.519999999999996,68.18,NF,gourd,TRUE
139,6,3,47.519999999999996,68.18,NF,ladle,TRUE
139,7,3,47.519999999999996,68.18,NF,funnel,TRUE
140,1,2,33.12,50,FF,cup,TRUE
140,2,2,33.12,50,FF,flower,TRUE
140,3,2,33.12,50,FF,apple,TRUE
140,4,2,33.12,50,NF,bok-choy,FALSE
140,5,2,33.12,50,NF,fig,FALSE
140,6,2,33.12,50,NF,kettle,TRUE
140,7,2,33.12,50,NF,leek,TRUE
141,1,2,25.799999999999997,31.82,FF,cookie,TRUE
141,2,2,25.799999999999997,31.82,FF,cup,TRUE
141,3,2,25.799999999999997,31.82,FF,shoe,FALSE
141,4,2,25.799999999999997,31.82,NF,funnel,FALSE
141,5,2,25.799999999999997,31.82,NF,longan,TRUE
141,6,2,25.799999999999997,31.82,NF,fig,FALSE
141,7,2,25.799999999999997,31.82,NF,kumquat,TRUE
142,1,3,39.36,77.27,FF,cup,TRUE
142,2,3,39.36,77.27,FF,cookie,TRUE
142,3,3,39.36,77.27,FF,guitar,TRUE
142,4,3,39.36,77.27,NF,dulcimer,TRUE
142,5,3,39.36,77.27,NF,ginger,TRUE
142,6,3,39.36,77.27,NF,chestnut,TRUE
142,7,3,39.36,77.27,NF,gourd,FALSE
143,1,3,39.36,81.82,FF,guitar,TRUE
143,2,3,39.36,81.82,FF,spoon,TRUE
143,3,3,39.36,81.82,FF,cookie,TRUE
143,4,3,39.36,81.82,NF,pipette,TRUE
143,5,3,39.36,81.82,NF,leek,TRUE
143,6,3,39.36,81.82,NF,radish,TRUE
144,1,3,44.400000000000006,81.82,FF,guitar,TRUE
144,2,3,44.400000000000006,81.82,FF,apple,TRUE
144,3,3,44.400000000000006,81.82,FF,flower,TRUE
144,4,3,44.400000000000006,81.82,NF,tongs,TRUE
144,5,3,44.400000000000006,81.82,NF,fig,TRUE
144,6,3,44.400000000000006,81.82,NF,kumquat,TRUE
144,7,3,44.400000000000006,81.82,NF,leek,TRUE
145,1,3,43.32,63.64,FF,cookie,TRUE
145,2,3,43.32,63.64,FF,balloon,FALSE
145,3,3,43.32,63.64,FF,cup,FALSE
145,4,3,43.32,63.64,NF,dulcimer,TRUE
145,5,3,43.32,63.64,NF,longan,TRUE
145,6,3,43.32,63.64,NF,kettle,FALSE
145,7,3,43.32,63.64,NF,pipette,TRUE
146,1,2,30.96,63.64,FF,banana,TRUE
146,2,2,30.96,63.64,FF,spoon,TRUE
146,3,2,30.96,63.64,FF,bucket,TRUE
146,4,2,30.96,63.64,NF,funnel,TRUE
146,5,2,30.96,63.64,NF,leek,FALSE
146,6,2,30.96,63.64,NF,helm,TRUE
146,7,2,30.96,63.64,NF,ginger,TRUE
147,1,3,43.2,72.73,FF,banana,TRUE
147,2,3,43.2,72.73,FF,cup,TRUE
147,3,3,43.2,72.73,FF,balloon,TRUE
147,4,3,43.2,72.73,NF,longan,TRUE
147,5,3,43.2,72.73,NF,pipette,TRUE
147,6,3,43.2,72.73,NF,ginger,TRUE
147,7,3,43.2,72.73,NF,dulcimer,TRUE
148,1,3,45.36,81.82,FF,bottle,TRUE
148,2,3,45.36,81.82,FF,cookie,TRUE
148,3,3,45.36,81.82,FF,guitar,TRUE
148,4,3,45.36,81.82,NF,dulcimer,TRUE
148,5,3,45.36,81.82,NF,gourd,TRUE
148,6,3,45.36,81.82,NF,kumquat,TRUE
148,7,3,45.36,81.82,NF,okra,TRUE
149,1,3,44.28,77.27,FF,cup,TRUE
149,2,3,44.28,77.27,FF,bucket,TRUE
149,3,3,44.28,77.27,FF,pretzel,TRUE
149,4,3,44.28,77.27,NF,kumquat,TRUE
149,5,3,44.28,77.27,NF,helm,TRUE
149,6,3,44.28,77.27,NF,luffa,TRUE
149,7,3,44.28,77.27,NF,funnel,FALSE
150,1,2,27,77.27,FF,cookie,TRUE
150,2,2,27,77.27,FF,guitar,TRUE
150,3,2,27,77.27,FF,bucket,TRUE
150,4,2,27,77.27,NF,helm,TRUE
150,5,2,27,77.27,NF,radish,TRUE
150,6,2,27,77.27,NF,sieve,TRUE
150,7,2,27,77.27,NF,pipette,TRUE
151,1,2,25.92,77.27,FF,spoon,TRUE
151,2,2,25.92,77.27,FF,pretzel,TRUE
151,3,2,25.92,77.27,FF,shoe,TRUE
151,4,2,25.92,77.27,NF,okra,TRUE
151,5,2,25.92,77.27,NF,helm,TRUE
151,6,2,25.92,77.27,NF,pipette,TRUE
151,7,2,25.92,77.27,NF,chestnut,TRUE
152,1,3,36.12,72.73,FF,ball,TRUE
152,2,3,36.12,72.73,FF,pretzel,TRUE
152,3,3,36.12,72.73,FF,shoe,TRUE
152,4,3,36.12,72.73,NF,chestnut,TRUE
152,5,3,36.12,72.73,NF,disk,TRUE
152,6,3,36.12,72.73,NF,tongs,TRUE
152,7,3,36.12,72.73,NF,sieve,TRUE
153,1,2,33.72,27.27,FF,cookie,FALSE
153,2,2,33.72,27.27,FF,ball,FALSE
153,3,2,33.72,27.27,FF,bucket,FALSE
153,4,2,33.72,27.27,NF,okra,TRUE
153,5,2,33.72,27.27,NF,sieve,FALSE
153,6,2,33.72,27.27,NF,kettle,FALSE
153,7,2,33.72,27.27,NF,longan,FALSE
154,1,3,41.04,72.73,FF,spoon,FALSE
154,2,3,41.04,72.73,FF,pretzel,FALSE
154,3,3,41.04,72.73,FF,guitar,FALSE
154,4,3,41.04,72.73,NF,funnel,TRUE
154,5,3,41.04,72.73,NF,beaker,TRUE
154,6,3,41.04,72.73,NF,dulcimer,TRUE
154,7,3,41.04,72.73,NF,fig,TRUE
155,1,3,39.599999999999994,59.09,FF,pretzel,TRUE
155,2,3,39.599999999999994,59.09,FF,bucket,TRUE
155,3,3,39.599999999999994,59.09,FF,guitar,TRUE
155,4,3,39.599999999999994,59.09,NF,kumquat,FALSE
155,5,3,39.599999999999994,59.09,NF,whisk,TRUE
155,6,3,39.599999999999994,59.09,NF,cam,TRUE
155,7,3,39.599999999999994,59.09,NF,radish,TRUE
156,1,2,30.48,36.36,FF,bucket,FALSE
156,2,2,30.48,36.36,FF,shoe,TRUE
156,3,2,30.48,36.36,FF,apple,TRUE
156,4,2,30.48,36.36,NF,kumquat,FALSE
156,5,2,30.48,36.36,NF,disk,FALSE
156,6,2,30.48,36.36,NF,pipette,FALSE
156,7,2,30.48,36.36,NF,tongs,FALSE
157,1,2,33.480000000000004,50,FF,balloon,TRUE
157,2,2,33.480000000000004,50,FF,shoe,TRUE
157,3,2,33.480000000000004,50,FF,apple,TRUE
157,4,2,33.480000000000004,50,NF,luffa,TRUE
157,5,2,33.480000000000004,50,NF,radish,TRUE
157,6,2,33.480000000000004,50,NF,bung,TRUE
157,7,2,33.480000000000004,50,NF,whisk,TRUE
158,1,2,31.200000000000003,77.27,FF,apple,TRUE
158,2,2,31.200000000000003,77.27,FF,flower,TRUE
158,3,2,31.200000000000003,77.27,FF,spoon,TRUE
158,4,2,31.200000000000003,77.27,NF,kettle,TRUE
158,5,2,31.200000000000003,77.27,NF,sieve,TRUE
158,6,2,31.200000000000003,77.27,NF,bok-choy,TRUE
158,7,2,31.200000000000003,77.27,NF,cam,TRUE
159,1,2,32.160000000000004,68.18,FF,guitar,TRUE
159,2,2,32.160000000000004,68.18,FF,pretzel,TRUE
159,3,2,32.160000000000004,68.18,FF,bowl,TRUE
159,4,2,32.160000000000004,68.18,NF,chestnut,TRUE
159,5,2,32.160000000000004,68.18,NF,luffa,FALSE
159,6,2,32.160000000000004,68.18,NF,ginger,TRUE
159,7,2,32.160000000000004,68.18,NF,leek,TRUE
160,1,2,26.52,54.55,FF,cookie,TRUE
160,2,2,26.52,54.55,FF,bowl,TRUE
160,3,2,26.52,54.55,FF,ball,TRUE
160,4,2,26.52,54.55,NF,kettle,TRUE
160,5,2,26.52,54.55,NF,whisk,TRUE
160,6,2,26.52,54.55,NF,kumquat,FALSE
160,7,2,26.52,54.55,NF,helm,TRUE
161,1,3,36.12,68.18,FF,cookie,TRUE
161,2,3,36.12,68.18,FF,bowl,TRUE
161,3,3,36.12,68.18,FF,flower,TRUE
161,4,3,36.12,68.18,NF,beaker,TRUE
161,5,3,36.12,68.18,NF,bung,TRUE
161,6,3,36.12,68.18,NF,ginger,TRUE
161,7,3,36.12,68.18,NF,dulcimer,TRUE
162,1,2,35.76,68.18,FF,apple,TRUE
162,2,2,35.76,68.18,FF,shoe,TRUE
162,3,2,35.76,68.18,FF,bucket,FALSE
162,4,2,35.76,68.18,NF,helm,TRUE
162,5,2,35.76,68.18,NF,tongs,TRUE
162,6,2,35.76,68.18,NF,gourd,TRUE
162,7,2,35.76,68.18,NF,funnel,TRUE
163,1,2,28.08,50,FF,bowl,TRUE
163,2,2,28.08,50,FF,balloon,TRUE
163,3,2,28.08,50,FF,banana,FALSE
163,4,2,28.08,50,NF,kettle,FALSE
163,5,2,28.08,50,NF,kumquat,FALSE
163,6,2,28.08,50,NF,beaker,TRUE
163,7,2,28.08,50,NF,dulcimer,FALSE
164,1,2,24.36,63.64,FF,bucket,TRUE
164,2,2,24.36,63.64,FF,cookie,TRUE
164,3,2,24.36,63.64,FF,flower,TRUE
164,4,2,24.36,63.64,NF,ladle,TRUE
164,5,2,24.36,63.64,NF,ginger,TRUE
164,6,2,24.36,63.64,NF,disk,TRUE
164,7,2,24.36,63.64,NF,cam,TRUE
165,1,2,31.200000000000003,77.27,FF,cookie,TRUE
165,2,2,31.200000000000003,77.27,FF,bowl,TRUE
165,3,2,31.200000000000003,77.27,FF,shoe,TRUE
165,4,2,31.200000000000003,77.27,NF,disk,TRUE
165,5,2,31.200000000000003,77.27,NF,chestnut,FALSE
165,6,2,31.200000000000003,77.27,NF,ladle,TRUE
165,7,2,31.200000000000003,77.27,NF,sieve,TRUE
166,1,2,25.56,40.91,FF,banana,FALSE
166,2,2,25.56,40.91,FF,guitar,TRUE
166,3,2,25.56,40.91,FF,ball,FALSE
166,4,2,25.56,40.91,NF,helm,TRUE
166,5,2,25.56,40.91,NF,kumquat,TRUE
166,6,2,25.56,40.91,NF,beaker,TRUE
166,7,2,25.56,40.91,NF,fig,FALSE
167,1,2,27.48,40.91,FF,bowl,FALSE
167,2,2,27.48,40.91,FF,pretzel,TRUE
167,3,2,27.48,40.91,FF,cup,TRUE
167,4,2,27.48,40.91,NF,whisk,TRUE
167,5,2,27.48,40.91,NF,ladle,TRUE
167,6,2,27.48,40.91,NF,cam,TRUE
167,7,2,27.48,40.91,NF,gourd,TRUE
168,1,2,27.72,45.45,FF,bottle,TRUE
168,2,2,27.72,45.45,FF,ball,TRUE
168,3,2,27.72,45.45,FF,apple,TRUE
168,4,2,27.72,45.45,NF,ladle,TRUE
168,5,2,27.72,45.45,NF,pipette,FALSE
168,6,2,27.72,45.45,NF,gourd,FALSE
168,7,2,27.72,45.45,NF,cam,TRUE
169,1,2,27.119999999999997,31.82,FF,shoe,TRUE
169,2,2,27.119999999999997,31.82,FF,balloon,TRUE
169,3,2,27.119999999999997,31.82,FF,apple,TRUE
169,4,2,27.119999999999997,31.82,NF,longan,TRUE
169,5,2,27.119999999999997,31.82,NF,cam,TRUE
169,6,2,27.119999999999997,31.82,NF,leek,FALSE
169,7,2,27.119999999999997,31.82,NF,beaker,FALSE
170,1,2,27.36,63.64,FF,apple,TRUE
170,2,2,27.36,63.64,FF,spoon,TRUE
170,3,2,27.36,63.64,FF,ball,FALSE
170,4,2,27.36,63.64,NF,leek,TRUE
170,5,2,27.36,63.64,NF,okra,TRUE
170,6,2,27.36,63.64,NF,chestnut,TRUE
170,7,2,27.36,63.64,NF,tongs,TRUE
171,1,2,28.68,36.36,FF,flower,FALSE
171,2,2,28.68,36.36,FF,pretzel,FALSE
171,3,2,28.68,36.36,FF,spoon,TRUE
171,4,2,28.68,36.36,NF,okra,FALSE
171,5,2,28.68,36.36,NF,chestnut,TRUE
171,6,2,28.68,36.36,NF,luffa,FALSE
171,7,2,28.68,36.36,NF,dulcimer,FALSE
172,1,2,25.56,36.36,FF,cup,TRUE
172,2,2,25.56,36.36,FF,banana,TRUE
172,3,2,25.56,36.36,FF,bucket,TRUE
172,4,2,25.56,36.36,NF,kettle,TRUE
172,5,2,25.56,36.36,NF,radish,TRUE
172,6,2,25.56,36.36,NF,luffa,FALSE
172,7,2,25.56,36.36,NF,cam,FALSE
173,1,2,33.72,77.27,FF,flower,TRUE
173,2,2,33.72,77.27,FF,banana,TRUE
173,3,2,33.72,77.27,FF,bowl,TRUE
173,4,2,33.72,77.27,NF,beaker,TRUE
173,5,2,33.72,77.27,NF,fig,TRUE
173,6,2,33.72,77.27,NF,pipette,TRUE
173,7,2,33.72,77.27,NF,bung,TRUE
174,1,2,27.839999999999996,50,FF,ball,TRUE
174,2,2,27.839999999999996,50,FF,apple,TRUE
174,3,2,27.839999999999996,50,FF,bucket,TRUE
174,4,2,27.839999999999996,50,NF,gourd,TRUE
174,5,2,27.839999999999996,50,NF,funnel,FALSE
174,6,2,27.839999999999996,50,NF,fig,FALSE
174,7,2,27.839999999999996,50,NF,bok-choy,TRUE
175,1,2,28.32,63.64,FF,shoe,TRUE
175,2,2,28.32,63.64,FF,apple,TRUE
175,3,2,28.32,63.64,FF,bowl,TRUE
175,4,2,28.32,63.64,NF,fig,TRUE
175,5,2,28.32,63.64,NF,disk,TRUE
175,6,2,28.32,63.64,NF,tongs,FALSE
175,7,2,28.32,63.64,NF,bok-choy,TRUE
176,1,2,26.52,77.27,FF,guitar,TRUE
176,2,2,26.52,77.27,FF,pretzel,TRUE
176,3,2,26.52,77.27,FF,bowl,TRUE
176,4,2,26.52,77.27,NF,cam,TRUE
176,5,2,26.52,77.27,NF,luffa,TRUE
176,6,2,26.52,77.27,NF,kettle,TRUE
176,7,2,26.52,77.27,NF,longan,TRUE
177,1,2,24,54.55,FF,bottle,TRUE
177,2,2,24,54.55,FF,apple,TRUE
177,3,2,24,54.55,FF,balloon,TRUE
177,4,2,24,54.55,NF,cam,TRUE
177,5,2,24,54.55,NF,kettle,TRUE
177,6,2,24,54.55,NF,fig,FALSE
177,7,2,24,54.55,NF,bok-choy,FALSE
178,1,3,40.32,68.18,FF,pretzel,TRUE
178,2,3,40.32,68.18,FF,spoon,TRUE
178,3,3,40.32,68.18,FF,balloon,TRUE
178,4,3,40.32,68.18,NF,leek,FALSE
178,5,3,40.32,68.18,NF,dulcimer,TRUE
178,6,3,40.32,68.18,NF,kumquat,TRUE
178,7,3,40.32,68.18,NF,okra,TRUE
179,1,2,34.08,59.09,FF,flower,TRUE
179,2,2,34.08,59.09,FF,guitar,TRUE
179,3,2,34.08,59.09,FF,cookie,TRUE
179,4,2,34.08,59.09,NF,cam,TRUE
179,5,2,34.08,59.09,NF,longan,TRUE
179,6,2,34.08,59.09,NF,dulcimer,TRUE
179,7,2,34.08,59.09,NF,beaker,TRUE
180,1,3,36.96,68.18,FF,apple,TRUE
180,2,3,36.96,68.18,FF,flower,TRUE
180,3,3,36.96,68.18,FF,bowl,TRUE
180,4,3,36.96,68.18,NF,funnel,TRUE
180,5,3,36.96,68.18,NF,longan,TRUE
180,6,3,36.96,68.18,NF,fig,TRUE
180,7,3,36.96,68.18,NF,ginger,TRUE
181,1,2,32.160000000000004,86.36,FF,flower,TRUE
181,2,2,32.160000000000004,86.36,FF,cookie,TRUE
181,3,2,32.160000000000004,86.36,FF,guitar,TRUE
181,4,2,32.160000000000004,86.36,NF,tongs,TRUE
181,5,2,32.160000000000004,86.36,NF,sieve,TRUE
181,6,2,32.160000000000004,86.36,NF,luffa,TRUE
181,7,2,32.160000000000004,86.36,NF,bung,TRUE
182,1,2,32.160000000000004,63.64,FF,balloon,TRUE
182,2,2,32.160000000000004,63.64,FF,apple,TRUE
182,3,2,32.160000000000004,63.64,FF,spoon,TRUE
182,4,2,32.160000000000004,63.64,NF,kettle,FALSE
182,5,2,32.160000000000004,63.64,NF,whisk,TRUE
182,6,2,32.160000000000004,63.64,NF,sieve,TRUE
182,7,2,32.160000000000004,63.64,NF,helm,TRUE
183,1,3,42.36,63.64,FF,balloon,TRUE
183,2,3,42.36,63.64,FF,ball,TRUE
183,3,3,42.36,63.64,FF,apple,TRUE
183,4,3,42.36,63.64,NF,ladle,TRUE
183,5,3,42.36,63.64,NF,beaker,TRUE
183,6,3,42.36,63.64,NF,kettle,FALSE
183,7,3,42.36,63.64,NF,radish,TRUE
184,1,3,42.36,77.27,FF,flower,TRUE
184,2,3,42.36,77.27,FF,pretzel,TRUE
184,3,3,42.36,77.27,FF,spoon,TRUE
184,4,3,42.36,77.27,NF,cam,TRUE
184,5,3,42.36,77.27,NF,whisk,TRUE
184,6,3,42.36,77.27,NF,luffa,TRUE
184,7,3,42.36,77.27,NF,kettle,TRUE
185,1,3,37.56,86.36,FF,banana,TRUE
185,2,3,37.56,86.36,FF,bowl,TRUE
185,3,3,37.56,86.36,FF,balloon,TRUE
185,4,3,37.56,86.36,NF,radish,TRUE
185,5,3,37.56,86.36,NF,ginger,TRUE
185,6,3,37.56,86.36,NF,whisk,TRUE
185,7,3,37.56,86.36,NF,ladle,TRUE
